grid_id,material_id,medium_id,base_volume_m3,bulk_density_base_kg_m3,target_mass_fraction,target_mass_kg,matrix_mass_kg,property_evidence_state,run_gate
BMG-00994,MAT-AL,MED-SND,0.001,1650,0.5,0.825,0.825,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00995,MAT-AL,MED-CLY,0.001,1800,0.001,0.0018,1.7982,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00996,MAT-AL,MED-CLY,0.001,1800,0.005,0.009,1.791,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00997,MAT-AL,MED-CLY,0.001,1800,0.01,0.018,1.782,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00998,MAT-AL,MED-CLY,0.001,1800,0.05,0.09,1.71,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-00999,MAT-AL,MED-CLY,0.001,1800,0.1,0.18,1.62,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01000,MAT-AL,MED-CLY,0.001,1800,0.25,0.45,1.35,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01001,MAT-AL,MED-CLY,0.001,1800,0.5,0.9,0.9,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01002,MAT-AL,MED-BCL,0.001,1900,0.001,0.0019,1.8981,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01003,MAT-AL,MED-BCL,0.001,1900,0.005,0.0095,1.8905,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01004,MAT-AL,MED-BCL,0.001,1900,0.01,0.019,1.881,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01005,MAT-AL,MED-BCL,0.001,1900,0.05,0.095,1.805,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01006,MAT-AL,MED-BCL,0.001,1900,0.1,0.19,1.71,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01007,MAT-AL,MED-BCL,0.001,1900,0.25,0.475,1.425,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01008,MAT-AL,MED-BCL,0.001,1900,0.5,0.95,0.95,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01009,MAT-AL,MED-BAS,0.001,1700,0.001,0.0017,1.6983,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01010,MAT-AL,MED-BAS,0.001,1700,0.005,0.0085,1.6915,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01011,MAT-AL,MED-BAS,0.001,1700,0.01,0.017,1.683,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01012,MAT-AL,MED-BAS,0.001,1700,0.05,0.085,1.615,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01013,MAT-AL,MED-BAS,0.001,1700,0.1,0.17,1.53,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01014,MAT-AL,MED-BAS,0.001,1700,0.25,0.425,1.275,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01015,MAT-AL,MED-BAS,0.001,1700,0.5,0.85,0.85,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01016,MAT-AL,MED-CAR,0.001,1300,0.001,0.0013,1.2987,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01017,MAT-AL,MED-CAR,0.001,1300,0.005,0.0065,1.2935,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01018,MAT-AL,MED-CAR,0.001,1300,0.01,0.013,1.287,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01019,MAT-AL,MED-CAR,0.001,1300,0.05,0.065,1.235,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01020,MAT-AL,MED-CAR,0.001,1300,0.1,0.13,1.17,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01021,MAT-AL,MED-CAR,0.001,1300,0.25,0.325,0.975,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01022,MAT-AL,MED-CAR,0.001,1300,0.5,0.65,0.65,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01023,MAT-AL,MED-MET,0.001,2300,0.001,0.0023,2.2977,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01024,MAT-AL,MED-MET,0.001,2300,0.005,0.0115,2.2885,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01025,MAT-AL,MED-MET,0.001,2300,0.01,0.023,2.277,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01026,MAT-AL,MED-MET,0.001,2300,0.05,0.115,2.185,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01027,MAT-AL,MED-MET,0.001,2300,0.1,0.23,2.07,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01028,MAT-AL,MED-MET,0.001,2300,0.25,0.575,1.725,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01029,MAT-AL,MED-MET,0.001,2300,0.5,1.15,1.15,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01030,MAT-AL,MED-ANT,0.001,1500,0.001,0.0015,1.4985,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01031,MAT-AL,MED-ANT,0.001,1500,0.005,0.0075,1.4925,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01032,MAT-AL,MED-ANT,0.001,1500,0.01,0.015,1.485,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01033,MAT-AL,MED-ANT,0.001,1500,0.05,0.075,1.425,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01034,MAT-AL,MED-ANT,0.001,1500,0.1,0.15,1.35,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01035,MAT-AL,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01036,MAT-AL,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01037,MAT-AL,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01038,MAT-AL,MED-GLS,0.001,1550,0.005,0.00775,1.54225,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01039,MAT-AL,MED-GLS,0.001,1550,0.01,0.0155,1.5345,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01040,MAT-AL,MED-GLS,0.001,1550,0.05,0.0775,1.4725,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01041,MAT-AL,MED-GLS,0.001,1550,0.1,0.155,1.395,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01042,MAT-AL,MED-GLS,0.001,1550,0.25,0.3875,1.1625,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01043,MAT-AL,MED-GLS,0.001,1550,0.5,0.775,0.775,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01044,MAT-AL,MED-ICY,0.001,900,0.001,0.0009,0.8991,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01045,MAT-AL,MED-ICY,0.001,900,0.005,0.0045,0.8955,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01046,MAT-AL,MED-ICY,0.001,900,0.01,0.009,0.891,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01047,MAT-AL,MED-ICY,0.001,900,0.05,0.045,0.855,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01048,MAT-AL,MED-ICY,0.001,900,0.1,0.09,0.81,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01049,MAT-AL,MED-ICY,0.001,900,0.25,0.225,0.675,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01050,MAT-AL,MED-ICY,0.001,900,0.5,0.45,0.45,reference_density_screening_properties,mineral-bound Al is not elemental Al
BMG-01051,MAT-MG,MED-GRV,0.001,1600,0.001,0.0016,1.5984,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01052,MAT-MG,MED-GRV,0.001,1600,0.005,0.008,1.592,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01053,MAT-MG,MED-GRV,0.001,1600,0.01,0.016,1.584,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01054,MAT-MG,MED-GRV,0.001,1600,0.05,0.08,1.52,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01055,MAT-MG,MED-GRV,0.001,1600,0.1,0.16,1.44,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01056,MAT-MG,MED-GRV,0.001,1600,0.25,0.4,1.2,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01057,MAT-MG,MED-GRV,0.001,1600,0.5,0.8,0.8,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01058,MAT-MG,MED-SND,0.001,1650,0.001,0.00165,1.64835,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01059,MAT-MG,MED-SND,0.001,1650,0.005,0.00825,1.64175,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01060,MAT-MG,MED-SND,0.001,1650,0.01,0.0165,1.6335,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01061,MAT-MG,MED-SND,0.001,1650,0.05,0.0825,1.5675,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01062,MAT-MG,MED-SND,0.001,1650,0.1,0.165,1.485,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01063,MAT-MG,MED-SND,0.001,1650,0.25,0.4125,1.2375,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01064,MAT-MG,MED-SND,0.001,1650,0.5,0.825,0.825,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01065,MAT-MG,MED-CLY,0.001,1800,0.001,0.0018,1.7982,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01066,MAT-MG,MED-CLY,0.001,1800,0.005,0.009,1.791,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01067,MAT-MG,MED-CLY,0.001,1800,0.01,0.018,1.782,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01068,MAT-MG,MED-CLY,0.001,1800,0.05,0.09,1.71,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01069,MAT-MG,MED-CLY,0.001,1800,0.1,0.18,1.62,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01070,MAT-MG,MED-CLY,0.001,1800,0.25,0.45,1.35,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01071,MAT-MG,MED-CLY,0.001,1800,0.5,0.9,0.9,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01072,MAT-MG,MED-BCL,0.001,1900,0.001,0.0019,1.8981,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01073,MAT-MG,MED-BCL,0.001,1900,0.005,0.0095,1.8905,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01074,MAT-MG,MED-BCL,0.001,1900,0.01,0.019,1.881,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01075,MAT-MG,MED-BCL,0.001,1900,0.05,0.095,1.805,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01076,MAT-MG,MED-BCL,0.001,1900,0.1,0.19,1.71,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01077,MAT-MG,MED-BCL,0.001,1900,0.25,0.475,1.425,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01078,MAT-MG,MED-BCL,0.001,1900,0.5,0.95,0.95,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01079,MAT-MG,MED-BAS,0.001,1700,0.001,0.0017,1.6983,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01080,MAT-MG,MED-BAS,0.001,1700,0.005,0.0085,1.6915,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01081,MAT-MG,MED-BAS,0.001,1700,0.01,0.017,1.683,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01082,MAT-MG,MED-BAS,0.001,1700,0.05,0.085,1.615,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01083,MAT-MG,MED-BAS,0.001,1700,0.1,0.17,1.53,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01084,MAT-MG,MED-BAS,0.001,1700,0.25,0.425,1.275,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01085,MAT-MG,MED-BAS,0.001,1700,0.5,0.85,0.85,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01086,MAT-MG,MED-CAR,0.001,1300,0.001,0.0013,1.2987,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01087,MAT-MG,MED-CAR,0.001,1300,0.005,0.0065,1.2935,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01088,MAT-MG,MED-CAR,0.001,1300,0.01,0.013,1.287,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01089,MAT-MG,MED-CAR,0.001,1300,0.05,0.065,1.235,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01090,MAT-MG,MED-CAR,0.001,1300,0.1,0.13,1.17,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01091,MAT-MG,MED-CAR,0.001,1300,0.25,0.325,0.975,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01092,MAT-MG,MED-CAR,0.001,1300,0.5,0.65,0.65,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01093,MAT-MG,MED-MET,0.001,2300,0.001,0.0023,2.2977,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01094,MAT-MG,MED-MET,0.001,2300,0.005,0.0115,2.2885,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01095,MAT-MG,MED-MET,0.001,2300,0.01,0.023,2.277,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01096,MAT-MG,MED-MET,0.001,2300,0.05,0.115,2.185,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01097,MAT-MG,MED-MET,0.001,2300,0.1,0.23,2.07,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01098,MAT-MG,MED-MET,0.001,2300,0.25,0.575,1.725,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01099,MAT-MG,MED-MET,0.001,2300,0.5,1.15,1.15,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01100,MAT-MG,MED-ANT,0.001,1500,0.001,0.0015,1.4985,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01101,MAT-MG,MED-ANT,0.001,1500,0.005,0.0075,1.4925,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01102,MAT-MG,MED-ANT,0.001,1500,0.01,0.015,1.485,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01103,MAT-MG,MED-ANT,0.001,1500,0.05,0.075,1.425,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01104,MAT-MG,MED-ANT,0.001,1500,0.1,0.15,1.35,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01105,MAT-MG,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01106,MAT-MG,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01107,MAT-MG,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01108,MAT-MG,MED-GLS,0.001,1550,0.005,0.00775,1.54225,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01109,MAT-MG,MED-GLS,0.001,1550,0.01,0.0155,1.5345,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01110,MAT-MG,MED-GLS,0.001,1550,0.05,0.0775,1.4725,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01111,MAT-MG,MED-GLS,0.001,1550,0.1,0.155,1.395,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01112,MAT-MG,MED-GLS,0.001,1550,0.25,0.3875,1.1625,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01113,MAT-MG,MED-GLS,0.001,1550,0.5,0.775,0.775,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01114,MAT-MG,MED-ICY,0.001,900,0.001,0.0009,0.8991,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01115,MAT-MG,MED-ICY,0.001,900,0.005,0.0045,0.8955,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01116,MAT-MG,MED-ICY,0.001,900,0.01,0.009,0.891,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01117,MAT-MG,MED-ICY,0.001,900,0.05,0.045,0.855,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01118,MAT-MG,MED-ICY,0.001,900,0.1,0.09,0.81,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01119,MAT-MG,MED-ICY,0.001,900,0.25,0.225,0.675,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01120,MAT-MG,MED-ICY,0.001,900,0.5,0.45,0.45,reference_density_screening_properties,mineral-bound Mg is not elemental Mg
BMG-01121,MAT-TI,MED-GRV,0.001,1600,0.001,0.0016,1.5984,reference_density_screening_properties,phase and oxidation state required
BMG-01122,MAT-TI,MED-GRV,0.001,1600,0.005,0.008,1.592,reference_density_screening_properties,phase and oxidation state required
BMG-01123,MAT-TI,MED-GRV,0.001,1600,0.01,0.016,1.584,reference_density_screening_properties,phase and oxidation state required
BMG-01124,MAT-TI,MED-GRV,0.001,1600,0.05,0.08,1.52,reference_density_screening_properties,phase and oxidation state required
BMG-01125,MAT-TI,MED-GRV,0.001,1600,0.1,0.16,1.44,reference_density_screening_properties,phase and oxidation state required
BMG-01126,MAT-TI,MED-GRV,0.001,1600,0.25,0.4,1.2,reference_density_screening_properties,phase and oxidation state required
BMG-01127,MAT-TI,MED-GRV,0.001,1600,0.5,0.8,0.8,reference_density_screening_properties,phase and oxidation state required
BMG-01128,MAT-TI,MED-SND,0.001,1650,0.001,0.00165,1.64835,reference_density_screening_properties,phase and oxidation state required
BMG-01129,MAT-TI,MED-SND,0.001,1650,0.005,0.00825,1.64175,reference_density_screening_properties,phase and oxidation state required
BMG-01130,MAT-TI,MED-SND,0.001,1650,0.01,0.0165,1.6335,reference_density_screening_properties,phase and oxidation state required
